21.09.2018 открытие;21.09.2018 максимум;21.09.2018 минимум;21.09.2018 закрытие;23.10.2018 открытие;23.10.2018 максимум;23.10.2018 минимум;23.10.2018 закрытие;21.11.2018 открытие;21.11.2018 максимум;21.11.2018 минимум;21.11.2018 закрытие;04.12.2018 открытие;04.12.2018 максимум;04.12.2018 минимум;04.12.2018 закрытие
112760;112770;112750;112760;111250;111260;111170;111200;111760;111780;111720;111760;115590;115630;115570;115620
112770;112780;112760;112770;111200;111220;111090;111120;111750;111790;111750;111780;115620;115630;115590;115630
112770;112780;112750;112750;111110;111140;111090;111110;111770;111810;111760;111780;115620;115620;115570;115590
112760;112820;112750;112800;111120;111150;111100;111120;111780;111780;111730;111730;115600;115600;115570;115590
112800;112850;112800;112840;111120;111160;111090;111100;111750;111760;111730;111730;115600;115630;115590;115590
112830;112870;112830;112840;111090;111100;110990;111020;111730;111780;111720;111750;115600;115650;115600;115650
112850;112870;112820;112840;111030;111100;111020;111070;111760;111810;111740;111740;115640;115650;115610;115610
112840;112860;112810;112820;111070;111120;111020;111020;111750;111760;111730;111740;115600;115610;115550;115600
112820;112830;112800;112830;111020;111030;110880;110910;111750;111750;111680;111710;115610;115630;115600;115620
112840;112860;112830;112830;110910;110950;110870;110930;111700;111770;111700;111730;115610;115610;115580;115580
112830;112840;112800;112800;110930;110950;110870;110870;111720;111750;111720;111740;115590;115600;115530;115570
112800;112840;112800;112830;110870;110920;110760;110770;111750;111760;111710;111750;115570;115580;115530;115530
112820;112850;112800;112850;110770;110860;110740;110810;111750;111750;111670;111720;115530;115550;115510;115520
112830;112850;112800;112800;110810;110900;110790;110900;111710;111750;111710;111720;115520;115560;115500;115530
112800;112840;112800;112820;110890;110920;110870;110870;111730;111760;111690;111760;115530;115550;115470;115480
112820;112850;112780;112810;110890;110950;110860;110930;111770;111840;111750;111800;115490;115500;115460;115490
112800;112800;112730;112760;110920;110970;110920;110960;111810;111840;111790;111820;115490;115550;115470;115480
112740;112800;112730;112790;110940;110990;110930;110990;111830;112070;111800;112040;115490;115510;115470;115500
112760;112830;112760;112820;110990;110990;110890;110930;112040;112120;112010;112060;115490;115500;115460;115480
112820;112830;112810;112810;110930;111080;110920;111080;112060;112080;112010;112020;115480;115480;115430;115480
112820;112960;112810;112890;111070;111170;111050;111160;112020;112040;111980;112000;115460;115460;115400;115450
112910;112920;112800;112810;111150;111170;111100;111120;112000;112040;111970;112010;115450;115460;115410;115410
112820;112820;112760;112790;111110;111140;111080;111120;112010;112030;111930;111950;115410;115430;115370;115410
112780;112830;112740;112760;111110;111190;111090;111130;111940;111980;111930;111950;115400;115430;115390;115400
112760;112770;112710;112750;111150;111170;111120;111150;111950;112000;111910;111950;115400;115440;115380;115420
112750;112820;112750;112790;111140;111150;111110;111140;111950;111970;111930;111960;115430;115440;115410;115440
112790;112810;112740;112760;111130;111220;111120;111160;111960;111960;111890;111900;115440;115440;115410;115410
112750;112750;112570;112590;111170;111260;111170;111250;111910;111930;111900;111920;115420;115470;115410;115440
112590;112670;112590;112670;111250;111290;111230;111250;111920;111960;111900;111920;115430;115430;115390;115420
112670;112690;112610;112620;111250;111280;111190;111200;111930;111950;111900;111910;115410;115440;115390;115430
112610;112620;112420;112500;111210;111230;111130;111190;111920;111960;111900;111910;115430;115460;115420;115440
112490;112530;112440;112520;111190;111240;111180;111240;111910;111940;111860;111880;115440;115500;115440;115460
112500;112570;112470;112540;111240;111320;111240;111270;111880;111960;111870;111940;115460;115530;115460;115480
112550;112600;112540;112590;111270;111390;111250;111370;111940;111950;111890;111920;115490;115510;115480;115500
112600;112620;112560;112580;111370;111370;111260;111270;111910;111910;111850;111870;115500;115510;115460;115480
112590;112600;112550;112600;111280;111300;111260;111280;111870;111880;111840;111860;115490;115500;115460;115460
112590;112610;112560;112580;111270;111360;111250;111350;111840;111920;111840;111900;115470;115470;115430;115450
112580;112640;112570;112580;111330;111350;111280;111290;111910;111930;111900;111910;115430;115460;115420;115430
112570;112580;112530;112530;111300;111320;111200;111220;111910;112000;111890;111980;115430;115430;115270;115340
112530;112600;112520;112570;111220;111240;111150;111160;111990;112000;111950;111960;115330;115340;115290;115320
112570;112630;112560;112620;111170;111210;111010;111090;111970;112000;111960;112000;115310;115330;115210;115270
112630;112630;112580;112630;111090;111240;111030;111210;111990;112010;111980;112010;115270;115300;115250;115290
112630;112650;112610;112620;111210;111210;111170;111200;112010;112010;111910;111920;115280;115340;115280;115340
112630;112660;112610;112660;111200;111240;111170;111230;111920;111960;111870;111940;115330;115340;115310;115320
112660;112660;112620;112660;111220;111240;111200;111240;111940;111940;111910;111930;115310;115330;115280;115320
112640;112650;112610;112630;111240;111350;111220;111340;111940;111970;111930;111970;115330;115340;115310;115320
112630;112640;112590;112590;111340;111350;111290;111310;111970;112060;111970;112000;115330;115370;115320;115360
112610;112610;112570;112580;111310;111330;111260;111280;111980;112010;111970;111990;115360;115400;115360;115390
112590;112640;112590;112620;111280;111290;111240;111270;111970;111980;111950;111950;115390;115400;115340;115360
112630;112650;112620;112640;111270;111300;111260;111270;111970;111980;111950;111950;115370;115390;115360;115390
112650;112680;112630;112660;111270;111320;111250;111310;111950;112010;111940;111960;115380;115430;115380;115400
112660;112670;112610;112620;111300;111370;111300;111330;111960;111980;111900;111980;115410;115450;115400;115440
112610;112620;112590;112610;111330;111350;111220;111220;111970;111990;111960;111980;115420;115430;115370;115370
112620;112630;112590;112620;111220;111240;111150;111210;111970;112030;111970;112030;115380;115410;115350;115400
112640;112660;112610;112640;111220;111230;111160;111200;112030;112100;112020;112080;115390;115440;115380;115410
112640;112650;112600;112640;111200;111260;111190;111250;112080;112190;112060;112140;115430;115440;115410;115420
112640;112680;112630;112660;111250;111260;111200;111250;112140;112210;112140;112170;115430;115440;115410;115410
112650;112670;112640;112660;111260;111270;111260;111270;112170;112210;112150;112200;115420;115420;115370;115370
112660;112690;112660;112670;111270;111380;111260;111360;112210;112210;112160;112170;115380;115390;115370;115390
112680;112730;112660;112670;111370;111500;111330;111490;112170;112190;112140;112160;115380;115390;115370;115390
112690;112710;112660;112700;111480;111530;111460;111510;112160;112190;112160;112190;115390;115420;115390;115410
112680;112690;112640;112670;111510;111570;111510;111530;112190;112230;112160;112160;115400;115430;115370;115370
112670;112690;112640;112690;111540;111540;111490;111490;112160;112170;112080;112100;115370;115410;115360;115410
112690;112730;112660;112710;111490;111510;111470;111490;112100;112110;112060;112100;115400;115430;115380;115380
112710;112730;112660;112670;111490;111560;111480;111520;112110;112140;112050;112060;115390;115430;115380;115410
112680;112690;112660;112670;111510;111550;111470;111490;112070;112100;112070;112100;115410;115420;115360;115380
112680;112680;112650;112650;111500;111530;111480;111500;112110;112120;112100;112120;115390;115400;115360;115380
112660;112670;112600;112600;111510;111700;111510;111650;112110;112150;112090;112140;115380;115390;115350;115370
112600;112620;112570;112610;111640;111690;111600;111690;112130;112140;112060;112060;115370;115400;115360;115390
112600;112640;112600;112630;111690;111690;111640;111650;112060;112160;112060;112140;115390;115400;115370;115390
112640;112650;112620;112620;111660;111710;111650;111680;112160;112180;112090;112130;115390;115430;115390;115410
112630;112710;112630;112690;111680;111690;111600;111650;112130;112280;112110;112210;115410;115430;115380;115410
112690;112710;112660;112670;111660;111690;111620;111630;112220;112230;112210;112230;115410;115430;115380;115380
112680;112690;112630;112670;111630;111640;111570;111600;112220;112220;112160;112190;115400;115420;115390;115420
112670;112670;112610;112630;111610;111620;111560;111570;112190;112240;112190;112230;115420;115430;115410;115430
112630;112650;112600;112630;111560;111560;111500;111540;112240;112300;112230;112290;115420;115430;115390;115420
112630;112630;112540;112580;111550;111590;111540;111550;112280;112330;112250;112310;115420;115430;115390;115400
112570;112640;112540;112630;111570;111590;111520;111590;112320;112370;112300;112360;115390;115410;115380;115400
112630;112640;112620;112620;111590;111630;111540;111550;112370;112370;112280;112340;115390;115410;115370;115390
112610;112610;112540;112540;111560;111640;111540;111610;112330;112350;112300;112340;115390;115400;115380;115380
112540;112600;112520;112550;111610;111610;111530;111560;112350;112350;112300;112310;115390;115410;115380;115390
112560;112560;112520;112530;111560;111590;111480;111510;112300;112350;112300;112340;115390;115400;115360;115390
112530;112550;112510;112540;111520;111580;111500;111500;112340;112350;112320;112320;115380;115420;115380;115420
112540;112600;112530;112590;111510;111520;111500;111510;112320;112380;112300;112380;115420;115430;115400;115410
112590;112610;112550;112560;111500;111570;111480;111570;112380;112430;112370;112390;115390;115400;115340;115360
112550;112560;112530;112560;111570;111650;111560;111590;112400;112440;112360;112430;115370;115380;115330;115360
112560;112580;112530;112570;111590;111600;111430;111490;112430;112470;112380;112400;115370;115390;115320;115330
112580;112600;112570;112600;111490;111490;111340;111380;112390;112420;112350;112390;115340;115360;115310;115340
112610;112620;112570;112590;111370;111380;111260;111260;112390;112440;112390;112410;115340;115340;115280;115300
112590;112620;112590;112590;111260;111320;111240;111300;112400;112410;112320;112350;115290;115310;115260;115270
112600;112600;112570;112570;111300;111310;111240;111270;112350;112380;112340;112380;115270;115300;115240;115290
112560;112570;112510;112510;111270;111290;111210;111270;112370;112390;112360;112370;115290;115350;115290;115340
112520;112530;112480;112480;111280;111340;111260;111280;112380;112380;112320;112330;115330;115340;115250;115270
112490;112490;112330;112340;111270;111320;111270;111270;112340;112400;112340;112380;115270;115300;115260;115270
112350;112370;112260;112270;111270;111320;111270;111300;112380;112400;112350;112380;115270;115280;115250;115270
112280;112360;112240;112350;111310;111420;111300;111380;112360;112390;112340;112380;115280;115280;115260;115260
112330;112390;112310;112360;111380;111400;111300;111300;112390;112400;112350;112380;115250;115320;115250;115300
112370;112440;112350;112380;111310;111320;111220;111230;112390;112400;112360;112370;115300;115310;115270;115290
112390;112400;112350;112360;111240;111330;111220;111220;112370;112380;112340;112340;115280;115310;115280;115300
112370;112380;112310;112310;111230;111310;111220;111270;112340;112350;112300;112300;115280;115310;115250;115310
112330;112380;112310;112360;111260;111290;111170;111170;112290;112340;112290;112300;115310;115330;115280;115280
112360;112480;112330;112470;111170;111170;111020;111030;112310;112370;112300;112370;115280;115290;115240;115240
112470;112480;112370;112410;111020;111060;110970;110980;112370;112370;112330;112340;115250;115280;115230;115270
112420;112480;112380;112480;110970;111000;110940;110960;112350;112370;112300;112310;115280;115310;115270;115280
112480;112520;112420;112490;110950;110970;110890;110940;112310;112350;112260;112320;115290;115320;115280;115310
112490;112510;112400;112410;110930;111000;110920;110990;112330;112350;112300;112320;115310;115320;115290;115310
112410;112460;112400;112440;110980;111010;110900;110980;112320;112330;112270;112270;115320;115330;115260;115260
112440;112460;112420;112460;110980;111140;110970;111130;112280;112320;112280;112290;115270;115290;115250;115270
112450;112520;112450;112460;111120;111140;111060;111120;112300;112310;112300;112300;115270;115290;115120;115230
112460;112510;112430;112470;111110;111170;111100;111120;112300;112320;112280;112290;115240;115270;115220;115250
112450;112500;112430;112440;111130;111170;111100;111130;112290;112350;112290;112320;115260;115300;115250;115270
112440;112460;112420;112440;111120;111140;111040;111090;112350;112370;112290;112310;115260;115320;115260;115290
112430;112470;112430;112470;111090;111100;110970;111020;112300;112330;112290;112330;115300;115390;115300;115340
112450;112540;112450;112530;111010;111060;111010;111040;112340;112350;112290;112300;115350;115370;115320;115320
112530;112550;112490;112500;111040;111060;110970;110990;112300;112310;112290;112310;115310;115330;115270;115290
112490;112590;112480;112550;110990;111120;110970;111120;112300;112330;112300;112300;115280;115330;115280;115300
112560;112570;112480;112540;111120;111130;110870;110940;112290;112360;112290;112350;115290;115340;115270;115280
112550;112570;112440;112480;110950;111190;110940;111150;112360;112370;112320;112330;115280;115290;115250;115260
112460;112480;112410;112470;111140;111380;111120;111330;112340;112360;112330;112350;115250;115260;115190;115220
112470;112520;112450;112500;111340;111340;111140;111160;112340;112360;112320;112360;115210;115230;115140;115150
112510;112560;112500;112520;111170;111260;111050;111230;112350;112370;112310;112350;115150;115160;115020;115040
112510;112550;112500;112550;111220;111350;111120;111330;112360;112390;112330;112340;115040;115120;115020;115090
112540;112570;112500;112540;111320;111410;111280;111360;112350;112450;112340;112410;115100;115100;115040;115080
112550;112560;112440;112450;111350;111450;111340;111430;112400;112420;112330;112370;115080;115100;115010;115030
112460;112530;112440;112490;111440;111470;111390;111460;112360;112370;112330;112330;115020;115080;115010;115070
112500;112500;112460;112500;111440;111460;111370;111380;112330;112380;112330;112330;115060;115070;115000;115030
112490;112500;112470;112490;111380;111380;111210;111220;112340;112370;112320;112350;115020;115040;114960;114970
112470;112480;112420;112430;111220;111350;111210;111240;112350;112390;112340;112370;114960;115010;114910;114960
112430;112440;112400;112410;111240;111250;111110;111210;112380;112390;112330;112350;114960;114990;114950;114950
112410;112470;112400;112450;111200;111270;111140;111260;112330;112370;112300;112310;114940;114960;114900;114960
112440;112470;112430;112460;111270;111270;111110;111120;112310;112370;112300;112300;114960;114980;114940;114970
112460;112520;112460;112490;111120;111210;111070;111150;112300;112410;112290;112390;114980;114990;114940;114980
112480;112520;112470;112510;111140;111210;111100;111180;112390;112400;112330;112330;114980;115030;114950;115020
112520;112620;112520;112590;111170;111200;111110;111190;112340;112360;112300;112300;115020;115030;114990;115000
112580;112610;112570;112590;111180;111340;111170;111280;112310;112390;112300;112390;114990;115040;114980;115020
112600;112660;112560;112660;111280;111380;111270;111290;112390;112470;112380;112420;115030;115030;114990;115010
112660;112680;112610;112630;111300;111310;111160;111170;112430;112470;112370;112390;115000;115070;114980;115060
112630;112640;112600;112600;111170;111240;111140;111220;112390;112410;112360;112400;115050;115060;115030;115030
112600;112710;112600;112710;111230;111280;111150;111180;112400;112670;112400;112570;115040;115050;114990;115040
112710;112780;112680;112750;111180;111230;111160;111200;112570;112600;112570;112580;115040;115070;115030;115050
112750;112840;112750;112800;111200;111250;111110;111130;112570;112630;112560;112560;115060;115090;115030;115080
112800;112980;112780;112880;111140;111210;111100;111160;112560;112610;112560;112600;115060;115070;115020;115070
112880;113090;112880;113000;111170;111250;111160;111220;112600;112610;112530;112530;115070;115100;115030;115030
113000;113030;112870;112870;111220;111230;111180;111190;112520;112550;112490;112530;115040;115060;115000;115050
112890;112930;112880;112920;111190;111200;111130;111170;112530;112550;112490;112490;115040;115050;114970;114980
112920;112990;112920;112980;111170;111170;111050;111060;112500;112550;112490;112510;114990;115020;114980;115020
112990;113020;112920;112930;111070;111180;111050;111170;112500;112530;112470;112510;115020;115020;114950;114980
112950;112950;112890;112910;111170;111180;111000;111010;112510;112530;112480;112500;114970;114980;114940;114960
112920;112940;112840;112860;111010;111020;110860;110860;112490;112500;112420;112420;114960;114990;114960;114970
112870;112900;112830;112840;110860;110870;110720;110750;112420;112480;112320;112340;114960;114980;114910;114940
112850;112920;112840;112910;110750;110810;110680;110700;112350;112370;112310;112330;114940;115020;114940;114990
112920;112980;112910;112970;110700;110790;110680;110790;112330;112350;112310;112330;114990;115000;114920;114940
112970;113040;112940;113020;110800;110800;110600;110670;112320;112410;112310;112370;114930;114950;114910;114950
113030;113190;113020;113110;110660;110690;110570;110600;112370;112420;112350;112350;114950;114960;114920;114960
113110;113120;113030;113040;110600;110670;110580;110640;112350;112350;112280;112300;114950;115010;114950;114990
113030;113100;113000;113090;110630;110640;110530;110570;112300;112370;112300;112370;114990;115020;114970;114990
113090;113100;112950;112960;110580;110670;110500;110630;112370;112370;112310;112340;114970;114990;114920;114940
112970;112980;112880;112880;110650;110660;110600;110630;112340;112360;112320;112340;114940;114970;114930;114930
112880;112920;112870;112900;110620;110630;110530;110580;112360;112400;112250;112290;114920;114950;114910;114950
112920;112940;112890;112930;110570;110580;110450;110460;112280;112340;112240;112320;114940;114960;114930;114940
112930;113020;112920;112980;110470;110490;110310;110390;112320;112370;112290;112320;114930;114940;114920;114930
112990;113020;112930;113010;110390;110460;110350;110430;112340;112350;112310;112330;114920;114930;114720;114820
113010;113070;112980;113030;110430;110470;110380;110460;112330;112370;112310;112340;114820;114830;114700;114760
113040;113050;113010;113010;110460;110530;110420;110450;112330;112340;112320;112340;114760;114770;114720;114740
113020;113080;113020;113020;110440;110500;110390;110500;112350;112390;112350;112360;114750;114760;114680;114750
113020;113050;112970;112970;110480;110500;110440;110440;112360;112410;112350;112410;114750;114770;114710;114740
112970;113020;112950;112990;110440;110610;110400;110570;112410;112460;112390;112400;114740;114790;114710;114770
112980;113040;112950;113020;110580;110620;110510;110530;112400;112440;112400;112430;114780;114830;114730;114810
113020;113030;112930;112950;110530;110560;110480;110490;112430;112570;112420;112570;114810;114830;114770;114770
112960;113060;112950;113050;110500;110540;110390;110460;112570;112570;112520;112540;114770;114770;114720;114730
113040;113090;113000;113080;110450;110580;110410;110570;112550;112560;112530;112560;114740;114780;114680;114760
113090;113130;113080;113080;110550;110590;110500;110590;112540;112550;112490;112520;114760;114830;114750;114810
113080;113080;112950;112990;110590;110630;110510;110610;112520;112540;112490;112510;114820;114830;114790;114800
112990;113020;112970;112990;110610;110800;110600;110770;112530;112530;112450;112490;114810;114830;114800;114820
113010;113100;113000;113080;110770;110890;110770;110860;112490;112490;112470;112490;114830;114840;114800;114810
113080;113110;113070;113110;110860;110880;110790;110800;112490;112490;112410;112420;114810;114840;114780;114810
113110;113150;113030;113060;110820;110830;110750;110770;112440;112480;112350;112450;114810;114920;114810;114870
113060;113150;113050;113130;110770;110810;110750;110800;112470;112630;112460;112620;114890;114930;114800;114850
113130;113170;113120;113140;110810;110820;110690;110690;112610;112650;112560;112580;114850;114950;114850;114930
113130;113230;113120;113220;110690;110730;110680;110710;112580;112700;112530;112580;114920;114950;114880;114920
113210;113260;113150;113230;110710;110710;110590;110650;112590;112590;112510;112530;114920;114920;114850;114890
113230;113250;113170;113180;110650;110690;110630;110660;112540;112620;112530;112570;114890;114940;114850;114910
113170;113230;113170;113210;110660;110680;110620;110670;112570;112590;112430;112470;114910;114940;114880;114930
113210;113280;113180;113270;110680;110770;110620;110760;112470;112530;112460;112520;114930;114960;114910;114940
113260;113270;113220;113220;110760;110780;110700;110740;112510;112550;112390;112420;114940;114990;114920;114960
113230;113270;113200;113200;110730;110890;110710;110880;112430;112510;112420;112480;114970;114990;114910;114920
113200;113300;113200;113290;110870;110930;110860;110910;112500;112510;112410;112410;114920;114940;114900;114920
113300;113300;113270;113290;110900;110900;110810;110830;112410;112440;112350;112370;114910;114920;114880;114900
113290;113390;113280;113300;110810;110860;110810;110830;112360;112420;112290;112400;114900;114910;114800;114840
113300;113300;113190;113250;110830;110920;110830;110920;112390;112430;112360;112380;114850;114870;114810;114830
113250;113250;113150;113160;110920;110990;110900;110920;112390;112500;112390;112480;114830;114840;114800;114800
113170;113230;113160;113200;110920;110930;110820;110830;112470;112560;112470;112560;114810;114870;114800;114870
113200;113210;113170;113210;110830;110950;110820;110910;112560;112610;112520;112550;114850;114880;114840;114850
113220;113330;113210;113300;110910;111200;110910;111150;112550;112630;112540;112610;114840;114880;114810;114820
113300;113330;113280;113310;111140;111200;111110;111160;112620;112660;112570;112600;114820;114840;114800;114820
113300;113360;113250;113260;111180;111330;111180;111230;112600;112650;112500;112530;114820;114860;114790;114850
113260;113300;113210;113250;111230;111270;111180;111250;112520;112580;112500;112550;114840;114900;114830;114880
113250;113270;113130;113150;111250;111320;111250;111260;112560;112580;112520;112530;114890;114930;114870;114870
113170;113210;113130;113190;111250;111280;111170;111230;112540;112650;112540;112650;114870;114920;114850;114850
113200;113220;113030;113030;111230;111290;111210;111230;112640;112690;112580;112670;114860;114940;114850;114900
113040;113120;113020;113050;111240;111290;111180;111290;112670;112750;112650;112670;114900;114960;114890;114950
113040;113140;113040;113060;111290;111330;111200;111220;112670;112690;112610;112650;114950;114960;114900;114930
113050;113080;112970;112980;111230;111280;111220;111250;112660;112680;112610;112650;114930;114930;114880;114900
112980;113030;112950;112990;111250;111260;111120;111140;112640;112730;112630;112660;114900;114940;114870;114930
113000;113090;113000;113070;111150;111180;111100;111100;112670;112670;112570;112590;114930;115000;114920;114970
113080;113120;113030;113030;111100;111110;110990;111010;112600;112680;112570;112660;114980;114980;114890;114890
113040;113130;113010;113130;111010;111100;110970;110990;112670;112740;112660;112720;114900;114910;114850;114910
113110;113200;113070;113120;111000;111100;110990;111010;112720;112740;112590;112600;114910;114960;114900;114940
113120;113140;112980;112990;111020;111070;110920;110960;112600;112640;112540;112610;114940;115000;114940;114990
112990;113030;112950;113000;110970;111030;110890;111000;112610;112660;112600;112640;114990;115030;114950;114960
113010;113080;112990;113050;110980;111090;110950;111030;112630;112680;112610;112650;114970;114980;114890;114920
113050;113060;112970;112970;111030;111140;111030;111070;112650;112660;112630;112650;114920;114950;114900;114910
112970;113020;112930;112960;111070;111120;111060;111060;112640;112690;112590;112590;114920;114930;114900;114930
112970;112980;112910;112920;111070;111240;111060;111220;112590;112630;112560;112620;114930;114990;114920;114940
112930;112990;112930;112950;111220;111270;111150;111160;112630;112650;112590;112620;114950;115040;114950;115040
112960;112970;112910;112950;111170;111190;111120;111130;112620;112630;112580;112630;115030;115080;115020;115030
112960;112970;112900;112910;111150;111270;111140;111230;112630;112690;112610;112680;115060;115120;115030;115070
112900;112920;112880;112900;111240;111270;111160;111200;112670;112690;112560;112570;115070;115090;115030;115040
112900;112970;112890;112960;111190;111300;111190;111260;112580;112610;112530;112530;115060;115070;114920;114960
112970;113010;112890;112910;111260;111280;111140;111160;112550;112620;112530;112620;114970;115020;114960;115000
112920;113020;112910;113000;111170;111290;111150;111250;112610;112620;112540;112580;114990;115000;114910;114910
112990;113000;112940;112950;111250;111290;111150;111200;112580;112680;112580;112620;114920;115020;114900;114930
112960;113010;112920;113000;111200;111250;111170;111230;112630;112650;112600;112630;114950;114990;114940;114960
113010;113040;112970;112980;111220;111390;111220;111380;112630;112730;112630;112710;114960;115110;114960;114990
112970;112970;112950;112970;111380;111400;111270;111280;112710;112710;112640;112640;114990;115030;114970;115010
112970;112990;112930;112940;111280;111350;111260;111330;112640;112690;112640;112690;115010;115010;114920;114920
112930;112940;112860;112900;111330;111350;111300;111310;112700;112700;112570;112570;114920;114970;114910;114910
112890;112920;112870;112920;111310;111340;111270;111270;112570;112660;112570;112660;114920;114930;114890;114920
112920;112950;112870;112930;111270;111290;111210;111210;112660;112690;112630;112670;114920;114950;114860;114870
112930;112950;112890;112900;111210;111220;111130;111150;112680;112710;112650;112650;114880;114900;114860;114870
112910;113030;112900;113010;111160;111180;111110;111170;112660;112740;112660;112740;114870;114910;114850;114880
113010;113030;112950;113000;111160;111160;111060;111060;112720;112850;112720;112780;114890;114890;114850;114870
112990;113100;112990;113080;111050;111110;111020;111020;112780;112800;112770;112790;114880;114910;114860;114890
113070;113070;113000;113040;111020;111040;110970;111020;112790;112830;112770;112780;114890;114900;114830;114850
113040;113170;113040;113150;111010;111060;111000;111020;112770;112820;112770;112790;114850;114900;114810;114900
113140;113150;113060;113090;111020;111030;110980;110990;112790;112940;112790;112900;114880;114950;114880;114930
113070;113150;113070;113080;110990;111060;110960;110970;112880;112900;112700;112730;114920;114970;114870;114960
113090;113150;113050;113110;110980;111040;110930;111040;112740;112780;112710;112770;114970;115020;114940;114950
113110;113150;113110;113140;111040;111040;110960;110990;112770;112820;112750;112780;114950;114950;114890;114910
113130;113180;113130;113180;110990;111040;110960;110960;112790;112820;112720;112740;114920;114940;114860;114910
113180;113190;113110;113110;110960;110970;110800;110830;112740;112750;112690;112700;114910;114930;114890;114890
113120;113130;112910;112940;110830;110890;110800;110820;112700;112720;112670;112680;114890;114940;114840;114930
112950;112950;112890;112940;110830;110850;110770;110840;112680;112700;112610;112630;114930;114950;114910;114940
112940;113010;112920;112950;110810;110870;110810;110850;112630;112640;112570;112600;114950;114970;114910;114920
112950;113040;112940;112950;110850;110860;110750;110750;112610;112680;112580;112610;114920;114940;114910;114920
112940;113000;112940;112970;110760;110810;110730;110780;112620;112720;112610;112690;114920;114970;114880;114920
112980;113020;112890;112970;110770;110830;110770;110820;112680;112750;112680;112730;114930;114980;114910;114970
112970;113020;112950;113010;110810;110840;110750;110780;112740;112760;112650;112660;114960;114990;114930;114930
113010;113080;113010;113030;110790;110820;110730;110820;112670;112700;112630;112640;114940;114970;114930;114950
113030;113040;112970;112980;110820;110820;110720;110730;112640;112700;112600;112610;114960;115000;114950;114970
112990;113030;112930;112940;110730;110730;110570;110570;112600;112660;112590;112640;114980;115040;114950;114970
112960;113290;112960;113100;110550;110580;110170;110400;112570;112570;112320;112430;115050;115080;114890;114970
113100;113170;113100;113120;110400;110510;110390;110510;112420;112470;112400;112430;114960;115010;114950;114980
113130;113150;113100;113110;110490;110520;110470;110500;112410;112510;112410;112500;114990;115010;114920;114940
113110;113170;113110;113170;110510;110510;110370;110370;112490;112530;112490;112530;114930;114950;114900;114940
113150;113210;113150;113170;110370;110480;110350;110410;112540;112540;112480;112510;114940;115050;114940;115050
113160;113220;113140;113160;110410;110520;110350;110500;112490;112510;112480;112500;115030;115060;114990;115000
113160;113160;113100;113110;110510;110610;110500;110580;112500;112530;112500;112520;115010;115020;114980;114990
113110;113110;113060;113110;110580;110610;110540;110580;112520;112560;112510;112510;115010;115120;115000;115070
113110;113120;113090;113120;110590;110600;110550;110570;112520;112550;112520;112550;115070;115090;115040;115050
113120;113150;113120;113130;110570;110720;110570;110680;112540;112560;112520;112550;115060;115070;115040;115040
113130;113170;113130;113130;110670;110680;110560;110570;112560;112650;112560;112630;115030;115040;114990;115010
113130;113150;113090;113140;110580;110620;110530;110530;112630;112700;112610;112700;115020;115030;114980;115000
113150;113160;113120;113130;110520;110620;110520;110580;112700;112730;112680;112710;115000;115060;114990;115050
113130;113150;113110;113130;110590;110630;110570;110610;112730;112750;112680;112700;115060;115070;115030;115060
113130;113180;113120;113170;110610;110640;110580;110630;112710;112760;112700;112750;115050;115070;115010;115050
113170;113200;113110;113120;110630;110640;110570;110620;112760;112810;112750;112760;115050;115060;114990;115000
113110;113120;113070;113080;110620;110620;110470;110470;112760;112800;112760;112800;114980;115000;114940;114970
113100;113100;113070;113090;110470;110510;110430;110430;112810;112840;112770;112820;114970;115020;114940;114990
113070;113090;113030;113090;110430;110500;110420;110490;112830;112860;112820;112840;115000;115000;114940;114940
113090;113120;113070;113090;110500;110590;110470;110550;112830;112870;112820;112860;114940;114960;114920;114960
113090;113120;113070;113070;110540;110600;110530;110590;112870;112910;112850;112890;114940;114940;114900;114910
113080;113090;113060;113080;110590;110620;110540;110570;112890;113030;112890;112950;114920;114940;114900;114930
113060;113070;113040;113060;110570;110700;110560;110670;112960;113000;112950;112990;114920;114960;114910;114940
113060;113060;113010;113050;110670;110740;110650;110700;112990;113020;112970;112970;114930;114960;114900;114950
113050;113080;113040;113060;110700;110740;110660;110670;112980;112980;112920;112950;114950;114960;114900;114940
113070;113090;113000;113010;110670;110690;110610;110670;112960;113080;112960;113030;114940;114980;114930;114970
113000;113020;112970;112990;110660;110770;110660;110760;113020;113050;112990;113050;114970;114990;114950;114980
112990;113010;112960;112970;110760;110790;110680;110710;113050;113110;112970;112970;114970;115010;114960;114970
112960;113070;112950;113000;110710;110740;110650;110730;112980;113080;112980;113040;115000;115030;114970;115030
112990;113010;112970;113000;110730;110730;110650;110680;113030;113070;113000;113050;115020;115020;114970;114980
113020;113050;113000;113020;110670;110770;110650;110750;113060;113100;113050;113070;114980;114990;114950;114960
113020;113040;112990;113040;110750;110840;110750;110840;113080;113180;113060;113150;114960;114960;114900;114910
113030;113040;112990;112990;110840;110920;110840;110910;113150;113280;113150;113270;114900;114980;114890;114970
112990;113010;112980;113010;110900;110970;110890;110930;113270;113290;113230;113260;114970;114970;114870;114870
113000;113010;112970;112970;110920;110950;110860;110870;113250;113250;113200;113230;114880;114900;114730;114770
112980;113000;112980;112990;110870;110960;110870;110910;113230;113290;113220;113260;114770;114770;114500;114620
